Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Stacy Gatrill,9/11/1994,684-24-7804,74928,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,29,0,0
Thornie Josefowicz,11/28/1998,424-13-2050,99884,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,25,0,0
Alisa Girvin,9/27/1956,308-54-1259,25806,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,10,United-States,<=50K,67,0,0
Mira Foort,11/6/1951,578-69-4248,39982,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,72,0,0
Tymothy Kristiansen,5/7/1978,324-55-5638,70883,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,45,0,0
Arel Coppeard,5/21/1996,723-09-3317,3690,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K,27,5178,0
Tamas Farge,4/14/1954,117-31-7319,65439,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Jamaica,<=50K,69,0,0
Oren Form,7/21/2012,168-81-4207,91609,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,Mexico,<=50K,11,0,0
Corrianne Bramble,4/6/1980,309-88-2236,48235,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,30,United-States,<=50K,43,2885,0
Leoline Brookes,12/22/2009,743-74-2052,10864,,9th,5,Separated,,Unmarried,White,Female,50,United-States,<=50K,14,0,0
Bank Cassedy,8/27/1955,394-97-2563,19127,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,38,China,>50K,68,0,0
Betti Adamthwaite,10/3/1966,884-53-1807,14349,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,57,0,0
Rogerio Ramiro,12/30/1968,537-43-6038,81347,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55,0,0
Alberto Kendrick,7/13/1966,447-21-1202,90396,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,40,United-States,<=50K,57,0,0
Veronika Coates,6/22/1996,896-16-3062,38854,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,27,0,0
Melvyn Trusslove,8/31/1955,727-42-9931,23928,Private,10th,6,Never-married,Other-service,Own-child,White,Male,11,United-States,<=50K,68,0,0
Thorin Casin,7/2/1971,232-44-2364,46216,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,52,0,0
Bondie Flanner,11/21/1968,855-63-2352,59527,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,40,United-States,<=50K,55,0,0
Stephanie Theaker,3/29/1978,360-37-3075,50889,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,45,0,0
Stirling Gatehouse,6/2/1988,227-35-2538,83534,,HS-grad,9,Never-married,,Own-child,Black,Female,24,United-States,<=50K,35,0,0
Vivian Dearlove,11/21/1964,431-31-6161,3680,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,59,0,2415
Retha Fever,6/8/1979,181-16-0787,55770,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,44,0,0
Marcy MacGuiness,10/23/1977,781-23-4419,31756,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,60,United-States,<=50K,46,0,0
Christie Grew,3/7/2001,838-29-9716,58491,Private,11th,7,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,22,0,0
Bethena Keppie,1/31/2003,190-69-7354,24115,Private,9th,5,Separated,Handlers-cleaners,Unmarried,Black,Female,50,United-States,<=50K,20,0,0
Orel Jurn,10/20/1968,819-35-2814,76588,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,Germany,>50K,55,0,0
Joelle Rankmore,3/2/1957,689-90-8515,85533,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,66,0,0
Basilio O'Grogane,9/28/1967,109-75-9909,21682,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,United-States,<=50K,56,0,0
Collie Niblock,9/5/1976,740-15-8279,58314,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,47,0,0
Alphonso Horick,8/5/1987,317-20-1145,13563,,HS-grad,9,Divorced,,Unmarried,White,Male,40,United-States,<=50K,36,0,0
Vivien Dawtry,3/17/1951,697-97-5669,74147,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,72,0,0
Dylan Popeley,2/1/2011,199-27-7025,55787,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Mexico,<=50K,12,0,0
Cacilie Hotson,5/2/1995,820-33-7567,71057,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K,28,0,0
Corilla Cullon,10/21/1956,324-86-9884,13524,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,<=50K,67,0,0
Julissa Rollins,12/28/1980,293-63-7816,46823,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,43,6849,0
Hersh Hargraves,10/12/1972,138-32-9900,82088,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,51,0,0
Falito Hawley,3/17/1982,274-59-9739,96426,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,41,0,0
Hilarius Bishopp,7/21/1972,240-70-6819,78910,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,51,0,0
Dannie Lytton,7/9/1959,763-38-0646,40531,Private,9th,5,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,64,0,0
Jerrie Bootell,6/11/1951,855-35-2168,37290,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,72,0,0
Celinda Dysert,8/6/1979,672-77-9767,76543,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,44,0,0
Genny Hemphall,3/13/2007,417-47-7788,59665,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,<=50K,16,0,0
Flory Jimes,8/27/1953,640-65-2764,53074,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,20,England,<=50K,70,0,0
Harvey Pothergill,1/23/1987,736-17-0308,86498,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,36,0,0
Garold Windaybank,2/14/1997,474-03-8948,70803,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,26,0,0
Emeline Lattie,3/6/1990,816-68-3557,62304,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,33,0,0
Valentino Leatt,9/24/1952,824-33-2397,97035,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,71,0,0
Page Loudian,2/24/1987,729-66-4113,33061,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,United-States,<=50K,36,0,0
Lennard Lathleiffure,10/22/1981,772-49-2510,37157,,10th,6,Divorced,,Not-in-family,White,Male,40,United-States,<=50K,42,2050,0
Eliza Galia,1/9/1991,267-07-9608,44706,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,50,Ecuador,>50K,32,0,0
Etta Ratnege,6/22/2005,589-91-0708,7984,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States,<=50K,18,0,0
Dionisio Hedling,5/26/1998,869-49-1189,62365,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,30,United-States,<=50K,25,0,0
Alissa Pounder,9/7/1982,660-56-9067,68108,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,41,0,0
Dorothee Carletto,5/2/1990,861-11-3103,34351,State-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K,33,0,0
Yehudit Lydiate,3/22/1983,575-19-8885,76204,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,40,0,1902
Shandra Hardiman,4/11/1951,334-47-4941,9783,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,72,0,0
Randi Berzin,3/27/1998,683-38-6155,67798,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,25,0,0
Suzanna Heape,2/19/1973,401-91-6497,90949,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,50,0,0
Sharity Kenforth,11/21/1993,145-74-6996,80022,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,30,0,0
Karmen Seawell,6/4/1971,411-09-4013,72403,Federal-gov,Masters,14,Widowed,Sales,Unmarried,White,Male,50,El-Salvador,>50K,52,0,0
Delmer Valentinetti,9/13/1956,512-45-9513,68307,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,67,3103,0
Ethelda Bavage,5/20/2003,813-03-2783,27471,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,20,0,0
Carmelita Allery,6/1/2004,613-11-2230,54248,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,19,0,0
Donny Cackett,4/9/1962,593-18-7784,91538,Private,5th-6th,3,Never-married,Adm-clerical,Own-child,White,Female,40,Mexico,<=50K,61,0,0
Mavis Nequest,3/26/1973,125-49-1381,27618,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50,7688,0
Dedie Bogeys,12/11/2003,143-92-9809,68407,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,20,0,0
Rene Arndtsen,9/8/2007,320-88-6446,71730,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,>50K,16,99999,0
Karlik Kubatsch,3/10/1995,877-46-6614,73755,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,28,114,0
Son Tatford,12/20/1979,179-41-1825,96316,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Peru,<=50K,44,0,0
Joellyn Maghull,8/12/1970,585-04-4572,42797,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,53,0,0
Beatriz Edger,3/1/1976,849-57-9263,62711,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,39,United-States,>50K,47,7298,0
Harald Favel,5/6/1961,664-58-9077,46144,Self-emp-inc,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,<=50K,62,0,0
Whitney Coleson,9/7/1953,199-11-4346,5793,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,30,Canada,<=50K,70,0,0
Lewie Fydoe,4/20/1976,783-27-4758,82684,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,47,0,0
Lorenza Search,9/24/1966,201-99-6604,37748,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,<=50K,57,0,0
Tibold Moorwood,6/10/1959,218-37-3037,70472,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,84,United-States,>50K,64,0,0
Biddie Ganders,12/21/1990,187-45-5109,77179,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,16,United-States,<=50K,33,0,0
Kathlin Riggoll,2/27/1992,839-97-0828,56732,,HS-grad,9,Widowed,,Own-child,White,Female,40,United-States,<=50K,31,0,0
Bran Mault,5/21/2011,334-26-1275,81892,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,12,0,0
Dorella Allingham,3/20/1994,479-29-5304,33796,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,29,0,0
Marshal Malone,9/9/2002,200-03-1971,408,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,21,0,0
Shelly Orgel,4/12/1994,151-01-8336,37519,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,29,0,0
Reggi Seid,2/17/1952,174-79-0499,89254,,Some-college,10,Never-married,,Own-child,White,Female,35,United-States,<=50K,71,0,0
Jodi Kobpac,9/20/1962,392-94-7773,92794,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,<=50K,61,0,0
Brett Lockery,1/7/1954,259-28-2242,89230,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,69,0,0
Scot Leyninye,8/27/2005,499-24-4032,93513,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,18,0,0
Cobbie Karpinski,9/15/1984,865-65-0497,6025,Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,39,0,0
Chanda McHaffy,10/30/1982,467-75-6595,53065,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,41,0,0
Valle Almak,12/7/1954,308-42-2579,56947,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,69,0,0
Serena Oppery,11/19/1994,537-37-2009,18399,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,35,China,<=50K,29,0,0
Allie Sturton,5/2/2002,494-51-7634,17701,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K,21,0,0
Andre Holdin,9/4/1998,451-48-7233,80999,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25,0,0
Idell Lawlor,6/7/1963,415-59-4207,99465,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K,60,0,0
Nariko Gaitskill,6/24/2009,369-90-5582,17713,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,14,0,1902
Lou Elias,1/4/2004,349-48-2766,12080,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,19,0,0
Maura Punyer,9/27/1986,755-01-7368,20841,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,37,0,0
Wendall Lawrance,5/14/1968,713-80-6508,98806,Private,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,55,0,0
Hobart Gracewood,2/12/1973,686-95-8075,81462,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,16,United-States,>50K,50,0,0
Chloris Arpur,9/3/1985,450-27-6766,93168,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,38,0,0
Carroll Dybbe,7/5/1957,543-20-0218,73818,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Black,Female,40,United-States,<=50K,66,0,0
Leicester Alberts,11/15/2010,501-95-2709,41722,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,13,0,0
Celie Cordes,6/6/1970,257-27-4396,34272,,Some-college,10,Never-married,,Not-in-family,White,Male,15,United-States,<=50K,53,0,0
Lianne Maier,7/26/1968,185-79-2329,28970,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,55,0,0
Kurt Westnage,12/2/1952,397-72-8322,57779,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,71,0,0
Roxane Scherme,11/18/1967,293-43-9432,9087,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,53,United-States,>50K,56,0,0
Joete Hayller,8/11/1959,434-42-4179,33845,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,64,0,0
Dar Stairs,7/13/1989,562-27-3059,89095,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,34,0,0
Evangelin Greated,11/24/1955,335-24-0395,22635,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,52,United-States,<=50K,68,0,0
Marena Kegan,2/1/2012,853-17-2582,43502,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,6,United-States,<=50K,11,0,0
Carlota Nibley,8/18/1968,265-27-7129,6515,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55,0,0
Delora MacGarvey,3/5/2010,680-10-0476,43738,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,13,0,0
Josephina Josef,7/25/1971,532-57-4080,47773,Private,11th,7,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,52,0,0
Flossi Houtbie,2/19/1962,569-64-4479,85669,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,38,United-States,<=50K,61,0,0
Brose Rubenfeld,2/24/2012,818-48-0911,963,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,United-States,<=50K,11,0,0
Reuven Pardew,6/7/1956,258-35-4199,47660,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,67,0,0
Tedi Horrod,12/10/2004,849-92-0750,88716,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,19,0,0
Denver Rollin,3/4/1994,506-72-6664,81903,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,29,0,0
Ezequiel Yankishin,3/18/1973,438-09-4118,74742,Private,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Female,30,United-States,<=50K,50,0,0
Melicent Boeter,4/21/1986,546-39-3020,70647,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,37,0,0
Aveline Blowing,11/28/1992,736-19-9167,55159,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,31,0,0
Fraser Blackaby,2/23/2002,452-36-9332,5090,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,45,United-States,<=50K,21,0,0
Jackquelin Georgeon,5/28/2009,131-15-6234,99217,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,14,0,1669
Raphael Kabsch,9/18/1985,700-69-7463,69651,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,38,0,0
Jane Nelane,1/3/1964,643-26-8900,17100,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,59,7688,0
Ozzy Skillanders,7/29/1960,226-77-5534,93347,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,>50K,63,0,0
Kort Ellif,8/29/2008,489-83-8606,69315,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,15,7688,0
Raphael Smidmoor,12/9/1962,872-36-1986,60326,State-gov,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K,61,0,0
Alexa Gahan,7/17/1985,409-64-2855,96906,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,38,0,0
Ciro Ternott,4/28/2000,599-96-3934,38250,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K,23,0,0
Alene Hardeman,4/5/1956,643-99-4441,72659,Private,Preschool,1,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,67,0,0
Caleb Sherreard,12/3/1975,799-35-1619,73330,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,48,0,0
Hurley Adamsson,11/2/1966,219-41-6472,31968,Local-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,65,United-States,>50K,57,0,0
Iosep Dossettor,10/6/1989,622-62-9423,50422,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,34,0,0
Dorian Slight,12/2/1981,162-41-0536,73958,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,42,0,0
Trix Broxis,2/5/2002,717-81-7283,72845,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,21,0,1887
Gus Bisson,4/5/1961,334-03-2494,73170,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,20,United-States,<=50K,62,0,0
Carney Hebdon,1/10/1956,794-30-8009,85118,Private,9th,5,Never-married,Other-service,Not-in-family,White,Female,15,United-States,<=50K,67,0,0
Hastie Sellen,2/3/1959,670-07-8871,84126,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,64,0,0
Blaine Wase,11/23/1986,879-53-0332,49392,,12th,8,Never-married,,Other-relative,Black,Male,20,United-States,<=50K,37,0,0
Demeter Compfort,7/23/2002,274-17-5809,9545,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,>50K,21,0,0
Lucas Petracci,3/20/2005,320-95-5639,95312,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,25,United-States,<=50K,18,0,0
Juli Darlaston,12/6/1998,847-91-5474,18079,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,65,United-States,<=50K,25,0,0
Clarissa Eldon,3/31/2000,810-41-1551,94711,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,32,United-States,<=50K,23,0,0
Else Scattergood,7/29/2008,251-32-7101,195,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,12,United-States,<=50K,15,0,0
Katinka Stanyard,1/10/2010,247-68-8178,28390,Private,9th,5,Separated,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K,13,0,0
Deedee Simmance,5/20/1976,424-03-2272,60381,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,47,0,0
Haslett Kinny,7/13/1978,669-62-3556,15540,Private,11th,7,Never-married,Sales,Unmarried,White,Female,12,Poland,<=50K,45,0,0
Onfre Yearne,2/25/1974,677-13-1999,33654,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,22,United-States,<=50K,49,4064,0
Andres Moff,2/1/1992,497-14-6104,82234,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,8,United-States,<=50K,31,0,0
Skipton Aiskrigg,9/24/1960,709-28-4539,74409,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,63,0,0
Wilbur Rumsby,1/28/1971,361-61-3786,74543,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,52,0,0
Astrix Covert,10/4/2009,407-02-2966,91087,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,14,0,0
Antonin Chittem,10/15/1974,260-17-6657,78808,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K,49,0,0
Flore Aleksandrikin,3/22/1961,598-87-4796,46850,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,25,United-States,<=50K,62,0,0
Nanci Eagan,4/19/1980,726-88-3058,97268,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,43,0,0
Mireille Critchard,9/8/1991,242-20-6823,82271,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,32,0,0
Vicky Braiden,12/9/1997,585-84-6542,16994,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,26,0,0
Bary Matyukon,1/31/2004,354-67-5952,50602,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,19,0,0
Dana Hitzmann,12/8/1999,367-40-8074,46620,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,20,United-States,<=50K,24,0,0
Dinny Bour,8/16/1984,334-99-8566,87927,Private,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,39,0,0
Merry Roskam,6/7/1981,398-37-0578,49496,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,42,0,1887
Issiah Minot,8/5/1984,521-59-4443,98075,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,39,7298,0
Sonnie Boustred,11/9/1962,138-40-2713,75519,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,61,0,0
Aron Dobey,7/31/1990,779-24-8248,54820,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K,33,0,0
Wilma Lindeberg,5/3/1966,420-65-9484,56784,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,57,0,0
Rodrick Pycock,8/9/2002,419-78-8048,90054,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,21,0,0
Clementia Robshaw,2/11/1988,244-07-1762,99654,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,35,0,0
Jyoti Davenport,6/13/1953,493-65-2455,66889,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,70,0,0
Christian Aronoff,11/6/1967,321-98-9168,10284,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,United-States,<=50K,56,0,0
Leigha Lowry,4/20/2000,290-46-2126,21469,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,45,United-States,<=50K,23,0,0
Eddi Pittoli,7/27/1978,228-16-1565,79974,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,<=50K,45,0,0
Natasha Carrivick,8/24/1956,119-41-0108,69351,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,>50K,67,0,0
Gabie Drinkhall,6/25/1994,778-75-0567,66190,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,29,15024,0
Ame Casbon,7/1/2000,794-03-5665,78402,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,23,0,0
