Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Mercedes Pears,11/12/1997,715-40-9753,58839,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,26,0,1408
Deni Stickney,7/23/1987,600-04-1756,60740,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,44,United-States,<=50K,36,0,0
Ame Casbon,7/1/2000,794-03-5665,78402,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,23,0,0
Olia Carneck,1/8/2006,455-85-8164,23808,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,17,0,0
Cory Robotham,2/21/1973,143-71-4735,96923,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,50,0,0
Inge Phelan,12/24/1959,516-47-1974,25903,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K,64,0,0
Tani McBeith,3/21/1952,452-08-5738,48248,Private,Some-college,10,Widowed,Other-service,Unmarried,White,Female,24,United-States,<=50K,71,0,0
Osgood Lynock,2/13/1986,818-68-5451,70386,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,37,0,0
Darryl Hamshere,4/7/1978,106-04-3031,37401,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,45,0,0
Johnath Dregan,8/14/1961,274-70-9470,94110,Private,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,62,0,0
Hurley Adamsson,11/2/1966,219-41-6472,31968,Local-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,65,United-States,>50K,57,0,0
Philipa Jewes,6/13/2000,506-67-7621,99235,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,23,0,0
Lester Dundon,3/14/1993,708-52-4906,19767,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30,0,0
Lorette Noon,7/7/1989,840-88-1480,20224,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,34,0,0
Giffer Jobey,8/19/2002,687-38-5439,20796,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K,21,0,0
Kandy Leggin,3/26/2003,679-21-6540,76901,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,20,0,0
Tracie Andrioni,4/16/2011,526-07-7352,85430,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,50,United-States,<=50K,12,0,0
Dani Zanolli,2/22/1972,315-84-0554,42790,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,51,4650,0
Elnar Skene,7/25/1966,512-21-0573,6071,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,57,20051,0
Felice Leigh,10/27/1983,872-62-7728,4207,Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,55,United-States,<=50K,40,0,0
Gene Dallicoat,8/26/1992,680-51-2681,98393,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,31,0,0
Allene Raff,8/2/2001,535-53-2336,9820,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,22,0,0
Kassia Wanne,10/28/1971,166-63-9529,47386,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,52,2176,0
Doralynne Trewman,11/25/1984,409-48-4062,7033,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,25,United-States,<=50K,39,0,0
Wiatt Lucchi,10/15/1992,586-05-9112,31645,,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,20,United-States,<=50K,31,0,0
Ermanno Schouthede,10/17/1984,628-84-5284,56148,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K,39,0,0
Allyn Ranstead,11/13/1993,641-71-3028,365,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,30,0,0
Parry Bonwick,5/22/1994,440-72-5980,2377,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,29,0,0
Christalle Simonsen,6/30/1968,874-36-4310,55683,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K,55,0,0
Allianora Epsly,9/8/1974,384-56-8007,97787,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,49,0,1719
Ingrid Pollendine,2/16/1967,275-60-3265,14266,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,56,0,1740
Lucas Petracci,3/20/2005,320-95-5639,95312,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,25,United-States,<=50K,18,0,0
Renell Reicharz,12/28/1998,778-51-0658,20050,Self-emp-not-inc,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States,<=50K,25,0,0
Evangelina Gillice,6/13/1966,687-54-4184,78510,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,40,United-States,>50K,57,0,0
Brinna Buttfield,3/4/1978,181-20-6443,62096,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,45,0,1902
Tucker Yukhin,1/30/1969,356-32-8299,62279,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,38,United-States,<=50K,54,0,0
Alvinia Thurlbourne,11/30/1950,775-50-8086,17469,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Germany,>50K,73,0,0
Kori Guidi,2/8/1953,370-98-1059,34492,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,El-Salvador,<=50K,70,0,0
Philip Josephy,5/30/1967,232-33-4770,24755,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,56,0,0
Baron Fossitt,3/29/1980,594-21-2539,93884,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,43,10605,0
Carlota Nibley,8/18/1968,265-27-7129,6515,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55,0,0
Thorndike Pymar,4/3/2008,176-40-3512,91145,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,15,0,0
Garold Windaybank,2/14/1997,474-03-8948,70803,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,26,0,0
Darda Shevelin,3/28/1972,630-17-4028,99567,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,51,0,0
Eran Killock,9/24/2008,144-78-5213,82536,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,15,0,0
Wright Coughlin,2/1/1991,335-20-4606,71863,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,32,15024,0
Cull Lanegran,12/27/1951,702-89-4412,60098,Private,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,72,0,0
Drusi Chaters,12/15/2000,582-25-9846,94775,,11th,7,Divorced,,Not-in-family,Black,Female,40,United-States,<=50K,23,0,0
Fiann Challin,2/23/2001,739-10-3002,24811,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K,22,0,0
Holt Yepiskopov,4/27/2002,261-90-4403,68860,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,99,United-States,<=50K,21,0,0
Willard Gillio,7/12/1966,748-21-0087,10110,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,57,0,0
Donalt Roly,1/4/1971,709-41-9874,87024,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,52,0,0
Corey Bishop,3/9/1982,552-31-4247,2239,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,41,0,0
Art Baysting,10/17/1969,535-14-9793,60878,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,54,0,0
Klaus Jouen,9/18/1973,506-76-6583,50100,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,50,0,0
Danny Beniesh,12/21/2004,615-04-4177,32478,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,19,0,0
Salmon Hullett,12/12/1997,328-76-3369,48707,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,26,0,0
Quintin Deguara,12/28/1960,678-80-7587,37190,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,63,0,0
Priscella Taborre,5/21/2010,598-10-0538,69644,Private,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Female,40,Mexico,<=50K,13,0,0
Duffie Keymar,9/7/1957,444-86-8035,93135,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,66,0,0
Marilyn Menendes,10/5/2009,691-11-7321,51322,Private,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,40,Dominican-Republic,<=50K,14,0,0
Jewel Blewis,3/24/1985,297-44-7463,21548,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,35,United-States,<=50K,38,0,0
Georgette Etchells,10/11/1984,359-20-4384,46215,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,39,0,0
Brandy Tomankiewicz,10/22/1999,189-37-3946,51351,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,24,0,0
Orland Tuck,6/11/2012,568-37-7156,80215,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,11,0,0
Arlette Elven,3/21/2007,602-24-3281,26176,Private,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,16,0,0
Hayward Olczak,2/20/1979,133-98-4120,86572,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,38,United-States,<=50K,44,0,0
Simonette Mosdill,9/1/1970,235-42-9734,69885,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,53,0,0
Arv Brownhall,10/16/2008,350-78-6626,43657,Private,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,15,0,0
Maje Dukelow,3/20/1952,688-73-1782,70007,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,32,United-States,<=50K,71,0,0
Aurea Domerc,10/4/1952,859-61-2074,95319,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,71,0,1485
Veradis Dayce,5/14/1996,136-61-9146,87840,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,30,United-States,<=50K,27,0,0
Tammy Moxted,2/27/2004,267-61-5642,92534,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,90,United-States,<=50K,19,0,0
Kailey Dallas,10/9/1958,483-92-6831,981,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,65,0,0
Maire Idell,1/28/1993,345-94-8877,36811,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,30,0,0
Nonna Armfirld,9/28/1955,533-50-5909,7202,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,68,0,0
Cassandra Hilley,8/9/1990,465-77-1928,52776,Self-emp-inc,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,45,United-States,<=50K,33,0,0
Cindra Clift,4/29/1986,388-35-2155,92534,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,37,7298,0
Gerard McEvilly,5/13/1990,753-97-5301,39004,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,33,0,0
Corilla Cullon,10/21/1956,324-86-9884,13524,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,<=50K,67,0,0
Thorsten Dyott,12/10/2003,119-02-9687,92313,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20,0,0
Westley Gudgen,3/22/2000,678-05-1089,61402,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,23,0,0
Gisella Prestidge,9/4/1979,513-52-6319,32491,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K,44,0,0
Maxy Boneham,2/15/1954,599-35-7423,88634,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,69,7298,0
Netty Greedier,1/24/1989,335-34-0418,45158,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,34,0,0
Joyann Locard,7/24/2011,107-96-0678,67685,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K,12,0,2824
Jeannine Josephson,6/13/2007,108-58-4528,36502,State-gov,7th-8th,4,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,16,0,0
Ezechiel Huban,1/28/1970,530-15-8770,49759,,Masters,14,Married-civ-spouse,,Husband,White,Male,50,United-States,<=50K,53,0,0
Ulrich Cogdell,11/12/2002,113-66-3351,51112,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,60,United-States,<=50K,21,0,0
Niccolo Evert,2/19/1974,792-15-4379,87622,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,49,0,0
Gui Bourner,11/28/1982,373-73-4079,68177,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,12,United-States,<=50K,41,0,0
Oberon Georgot,10/4/1996,278-41-7315,7582,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K,27,0,0
Chevalier Giggs,9/8/1953,175-83-9506,30957,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,Mexico,<=50K,70,0,0
Lilla Eastwood,8/9/1971,581-58-2621,99395,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,52,0,0
Betta Brommage,12/20/1968,168-93-3712,92027,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,55,0,0
Elaine Donaher,5/28/1962,154-09-6725,89713,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,61,0,0
Annora Eassom,10/31/1965,495-51-5169,53681,Private,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,58,0,0
Drud Lindl,9/28/2000,460-86-0304,44945,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,23,0,0
Opaline Rizzelli,10/23/2010,194-65-6550,5286,Private,11th,7,Separated,Other-service,Unmarried,White,Male,20,United-States,<=50K,13,0,0
Esme Wolfart,9/16/1986,216-08-1836,35361,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,37,0,0
Cindelyn Loades,10/4/1985,529-62-6831,5188,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K,38,0,0
Daune Bougourd,7/1/1956,852-16-6117,95378,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,67,0,0
Sabrina Daintith,10/15/2008,477-47-5808,55153,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,15,0,0
Joyann Lacroux,9/23/2002,813-50-0603,91496,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,21,0,0
Tore Athey,12/24/2005,839-67-4325,73818,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,43,United-States,<=50K,18,0,0
Bogart Howland,7/29/1997,257-67-1106,96330,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,South,<=50K,26,0,0
Averill Corderoy,7/9/1982,426-59-5596,56755,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,50,United-States,<=50K,41,0,0
Juliana Tew,2/27/1958,661-58-4958,71403,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K,65,0,0
Prudence Ferrandez,5/25/1988,429-58-0815,14661,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,35,0,0
Carly Savaage,5/16/1983,332-12-6593,14374,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,>50K,40,0,0
Wallis Gerred,4/18/1967,199-82-9218,40082,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K,56,0,2051
Stacee Peplow,5/25/2009,566-01-4081,98425,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,14,0,0
Sharona Rotlauf,10/27/2001,260-62-1962,51962,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,22,0,0
Wade Fardell,5/14/1982,458-47-3042,42213,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,<=50K,41,0,0
Deanne Heliar,6/16/1964,286-06-1252,50186,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,<=50K,59,0,0
Florrie Lamberts,3/28/1991,213-87-3865,43625,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,20,United-States,<=50K,32,0,0
Cathryn Tribe,12/1/1962,722-07-1617,82039,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,23,United-States,<=50K,61,0,0
Rosina Mardling,3/16/1991,161-27-4062,78648,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K,32,0,0
Putnem Pressdee,10/4/1955,608-21-9947,53870,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,68,0,0
Carrissa Ethelston,3/8/1972,899-20-4448,88737,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,United-States,>50K,51,0,0
Jacquenetta Girhard,7/4/1969,163-27-1977,88621,State-gov,Some-college,10,Separated,Prof-specialty,Unmarried,Black,Female,37,United-States,<=50K,54,0,0
Gottfried Luby,7/31/1985,745-33-3808,30257,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,38,99999,0
Marena O'Kane,9/18/2003,270-44-5933,87000,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,24,United-States,<=50K,20,0,0
Sofie Lorente,11/3/2010,772-12-9592,8865,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,13,0,0
Constantia Corlett,12/21/1986,549-04-8985,55559,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,20,United-States,<=50K,37,0,0
Fernande Lotwich,1/19/1969,747-08-3059,92695,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,8,United-States,<=50K,54,0,0
Mufi Ritchman,5/30/1973,667-98-7417,15429,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,50,0,0
Linzy Heales,12/12/1983,690-62-0561,12935,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40,0,1887
Jessi Adamek,10/1/1968,353-38-3225,40743,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,65,United-States,<=50K,55,0,0
Domenic Bater,3/7/1994,534-42-1253,36926,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,29,0,0
Alberik Stebbins,12/17/2011,893-93-0676,76332,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12,0,0
Cordey Gagan,12/19/2005,481-45-2502,1960,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,<=50K,18,0,0
Blanch Hambric,2/27/1956,777-20-6913,33450,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K,67,0,0
Elsi Fotitt,6/9/2001,708-41-2465,79766,Private,10th,6,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,22,0,0
Marna Joncic,12/24/1976,465-08-6237,15304,Local-gov,10th,6,Never-married,Protective-serv,Own-child,White,Female,6,United-States,<=50K,47,0,0
Keriann Gabbitis,2/25/1987,843-95-7619,2748,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K,36,0,0
Isidora Farlowe,7/17/1954,225-26-5196,28038,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,60,United-States,<=50K,69,0,0
Glynis Concannon,5/25/1955,576-54-9465,87552,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K,68,7688,0
Diandra Osman,9/24/1953,843-78-2819,38742,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,70,0,0
Carley Alfonsetto,9/18/1984,632-36-9013,55336,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,39,0,0
Fletch Mcwhinney,12/12/1977,672-59-4571,7655,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,United-States,<=50K,46,0,0
Van Gamlen,11/3/2011,410-78-9926,57509,Private,10th,6,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K,12,0,0
Sigfried Cossans,2/4/1987,291-14-0149,58149,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,36,0,0
Jon Abrahmer,4/4/2006,161-51-7675,33148,Self-emp-not-inc,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K,17,0,0
Mufinella Lemm,10/13/1985,368-41-8133,97941,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,38,0,0
Aldric Godsmark,1/2/1996,616-15-6433,4291,,5th-6th,3,Married-civ-spouse,,Husband,Other,Male,40,United-States,<=50K,27,0,0
Del Mardee,8/12/1995,524-15-2399,79927,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,<=50K,28,0,0
Saidee McKall,10/26/1952,709-48-2042,47164,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,20,United-States,<=50K,71,0,0
Jewel Kittless,8/24/1978,892-05-5779,43608,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,45,0,0
Ira Tison,5/26/1986,875-49-2073,92782,,11th,7,Separated,,Not-in-family,Black,Male,40,United-States,<=50K,37,0,0
Ernesto Ladbrook,6/2/1964,376-09-5157,42563,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,59,7688,0
Lorrin Marc,4/28/2010,890-64-0754,41184,Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,32,United-States,<=50K,13,0,0
Gerda Annandale,12/3/1987,654-43-4369,1500,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,36,0,0
Christen Nealon,7/2/1983,768-93-2855,66338,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,35,United-States,<=50K,40,0,0
Ric Felkin,6/16/2007,207-55-9554,97608,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,16,0,0
Reagen Mitchel,9/21/1963,551-95-5092,46018,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,60,0,0
Querida Licciardiello,12/3/2001,648-41-9013,69542,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,28,United-States,<=50K,22,0,1719
Harriett Derry,7/28/1962,673-80-5300,46806,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,40,Mexico,<=50K,61,0,0
Thelma Sustin,7/21/1985,300-24-4002,12938,State-gov,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,20,China,<=50K,38,0,0
Caroline Werrett,9/5/1973,115-54-4591,31380,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,50,0,2824
Kaile Kunzelmann,11/20/1982,129-11-1197,85760,Private,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,41,0,0
Meredeth Golagley,8/31/1965,281-70-3559,53226,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,,<=50K,58,0,0
Roland Zucker,1/30/1972,429-92-3354,23132,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,48,United-States,<=50K,51,0,0
Jacob Cave,6/3/1998,442-73-5724,13936,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,26,United-States,<=50K,25,0,0
Irma Rowlands,10/3/1972,822-22-2378,89875,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,51,0,0
Roby Suter,7/9/2002,141-68-5505,25630,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,>50K,21,0,0
Yoshiko Ancell,10/29/1957,404-74-7985,21488,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,46,United-States,<=50K,66,0,1408
Jolee Chislett,12/9/1952,465-59-2276,4379,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,70,United-States,>50K,71,0,0
Anatole Jarritt,8/24/1965,179-51-2761,10828,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,58,0,0
Micheal Doggett,3/18/2012,527-50-8052,59929,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,11,0,0
Nicholas Weiner,11/19/1963,244-16-9350,13831,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,60,0,0
Ronnie Munns,9/18/1967,533-83-2980,70265,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,56,0,0
Eirena Wallsworth,12/19/1962,522-43-4165,50405,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,61,0,0
Dionysus McAvin,2/21/2006,434-83-9991,41916,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K,17,0,0
